City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
347,Victoria,22.2855,114.1577,87.96,81,99,15.99,HK,overcast clouds
348,Najran,17.4924,44.1277,79.45,26,96,7.16,SA,overcast clouds
349,Yar-Sale,66.8333,70.8333,69.28,62,85,7.99,RU,overcast clouds
350,Duzce,40.8389,31.1639,67.75,80,7,1.39,TR,clear sky
351,Pakxan,18.3778,103.6601,89.04,60,95,5.01,LA,overcast clouds
352,Hay River,60.8156,-115.7999,62.58,45,40,4.61,CA,scattered clouds
353,Flin Flon,54.7682,-101.865,62.98,91,100,2.04,CA,overcast clouds
354,Novo Aripuana,-5.1206,-60.3797,73.62,83,46,1.03,BR,scattered clouds
355,Ramanuj Ganj,23.8,83.7,88.84,48,99,8.61,IN,overcast clouds
356,Shizunai,42.3339,142.3669,64.11,80,56,10.8,JP,broken clouds
357,Bend,44.0582,-121.3153,54.68,65,0,9.22,US,clear sky
358,Sistranda,63.7256,8.834,46.36,84,17,1.88,NO,few clouds
359,Andilamena,-17.0167,48.5833,58.71,94,96,9.8,MG,overcast clouds
360,Arco,45.9177,10.8867,74.79,78,0,2.53,IT,clear sky
361,Keti Bandar,24.1447,67.4497,85.33,72,100,22.06,PK,overcast clouds
362,Hovd,48.0056,91.6419,71.71,17,100,3.76,MN,overcast clouds
363,Dali,25.7,100.1833,70.75,65,81,6.02,CN,broken clouds
364,Bratsk,56.1325,101.6142,72.09,59,97,5.64,RU,light rain
365,Alpena,45.0617,-83.4327,61.11,79,100,3.44,US,overcast clouds
366,Seydi,39.4816,62.9137,84.31,20,95,11.32,TM,overcast clouds
367,Birsk,55.4211,55.5428,56.98,88,75,10.33,RU,broken clouds
368,Banepa,27.6298,85.5214,77.32,57,75,9.22,NP,broken clouds
369,Meulaboh,4.1363,96.1285,82.85,73,89,2.24,ID,overcast clouds
370,Aldan,58.6031,125.3894,75.96,32,59,9.64,RU,broken clouds
371,Marshfield,44.6689,-90.1718,72.28,64,0,8.05,US,clear sky
372,Sept-Iles,50.2001,-66.3821,46.4,88,100,9.22,CA,heavy intensity rain
373,Catio,11.2833,-15.25,76.77,83,100,8.57,GW,overcast clouds
374,Venice,27.0998,-82.4543,79.14,85,40,3.44,US,scattered clouds
375,Amarpatan,24.3167,80.9833,88.56,50,25,11.97,IN,scattered clouds
376,Bahawalpur,29.4,71.6833,95.79,36,1,9.8,PK,clear sky
377,Santa Maria,-29.6842,-53.8069,42.1,100,0,2.3,BR,clear sky
378,Vanimo,-2.6741,141.3028,84.74,65,63,7.56,PG,broken clouds
379,Beni,0.5,29.4667,59.72,99,99,1.12,CD,overcast clouds
380,Taltal,-25.4,-70.4833,55.87,81,13,3.74,CL,few clouds
381,Coquimbo,-29.9533,-71.3436,49.73,93,20,4.61,CL,few clouds
382,Grantham,52.9115,-0.6418,50.25,89,100,6.91,GB,overcast clouds
383,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,61.07,78,72,6.58,RU,broken clouds
384,Bowen,-20.0167,148.2333,74.12,59,39,14.9,AU,scattered clouds
385,Talisayan,6.9872,121.9272,85.91,70,75,2.3,PH,broken clouds
386,Lebu,-37.6167,-73.65,51.01,94,100,10.27,CL,moderate rain
387,Auki,-8.7676,160.7034,82.62,73,97,1.21,SB,overcast clouds
388,Sur,22.5667,59.5289,91.17,54,1,4.76,OM,clear sky
389,Ilhabela,-23.7781,-45.3581,64.96,90,74,5.53,BR,broken clouds
390,Chaman,30.9236,66.4512,81.54,15,0,8.59,PK,clear sky
391,Olga,43.7444,135.2892,71.83,52,50,6.24,RU,scattered clouds
392,Hurghada,27.2574,33.8129,78.84,41,0,10.36,EG,clear sky
393,Ucluelet,48.9329,-125.5528,55.09,83,100,1.01,CA,overcast clouds
394,Geraldton,-28.7667,114.6,66.61,72,0,9.22,AU,clear sky
395,Mezen,65.8522,44.24,52.54,63,66,3.36,RU,broken clouds
396,Cotorra,9.0389,-75.7897,77.05,95,100,2.71,CO,overcast clouds
397,Dudinka,69.4058,86.1778,70.63,29,99,9.73,RU,overcast clouds
398,Altayskoye,51.9533,85.3325,63.7,86,99,3.36,RU,light rain
399,Haines Junction,60.7522,-137.5108,58.95,41,32,13.8,CA,scattered clouds
400,Yulara,-25.2406,130.9889,73.38,23,0,6.22,AU,clear sky
401,Komsomolskiy,40.4272,71.7189,83.12,24,100,4.61,UZ,overcast clouds
402,Chapais,49.7834,-74.8492,51.58,60,46,4.25,CA,scattered clouds
403,Soderhamn,61.3037,17.0592,54.95,77,80,5.39,SE,broken clouds
404,Uusikaupunki,60.8004,21.4084,52.11,81,21,6.13,FI,few clouds
405,Punta Gorda,26.9298,-82.0454,80.01,82,100,4.0,US,overcast clouds
406,Aksu,41.1231,80.2644,77.92,25,100,3.8,CN,overcast clouds
407,Puerto Madryn,-42.7692,-65.0385,41.99,68,1,13.94,AR,clear sky
408,Santa Vitoria Do Palmar,-33.5189,-53.3681,43.63,77,12,4.92,BR,few clouds
409,Tumkur,13.3422,77.1017,76.15,73,100,7.18,IN,overcast clouds
410,Westport,41.1415,-73.3579,63.75,68,3,1.01,US,clear sky
411,Constitucion,-35.3333,-72.4167,50.49,66,100,4.14,CL,overcast clouds
412,Beringovskiy,63.05,179.3167,45.73,87,100,12.82,RU,overcast clouds
413,Saint-Leu,-21.15,55.2833,68.32,69,17,16.44,RE,few clouds
414,Husavik,66.0449,-17.3389,48.13,99,100,10.18,IS,overcast clouds
415,Griffith,41.5284,-87.4237,73.26,51,0,8.05,US,clear sky
416,Lucapa,-8.4192,20.7447,59.76,42,47,3.47,AO,scattered clouds
417,Makakilo City,21.3469,-158.0858,79.12,65,13,9.1,US,few clouds
418,Marzuq,14.4,46.4667,81.75,46,86,6.8,YE,overcast clouds
419,Road Town,18.4167,-64.6167,81.09,76,19,22.84,VG,few clouds
420,Utrera,37.1852,-5.7809,67.69,84,20,9.22,ES,few clouds
421,Kiruna,67.8557,20.2251,47.32,81,20,2.3,SE,few clouds
422,Magadan,59.5667,150.8,60.53,87,100,6.38,RU,overcast clouds
423,Qeshm,26.9581,56.2719,93.07,63,1,5.46,IR,clear sky
424,Gazanjyk,39.2446,55.5154,83.84,21,22,6.11,TM,few clouds
425,Poso,-1.3959,120.7524,85.08,67,78,6.98,ID,broken clouds
426,Champerico,14.3,-91.9167,77.97,86,100,11.03,GT,overcast clouds
427,Xichang,27.8964,102.2634,77.63,75,96,3.02,CN,overcast clouds
428,Hami,42.8,93.45,89.29,13,100,8.7,CN,overcast clouds
429,Xuzhou,34.1805,117.1571,99.81,26,20,8.57,CN,few clouds
430,Anadyr,64.75,177.4833,52.3,71,75,22.37,RU,broken clouds
431,Biltine,14.5333,20.9167,83.84,46,39,2.55,TD,scattered clouds
432,Luderitz,-26.6481,15.1594,53.38,87,12,13.67,NA,few clouds
433,Sobolevo,54.4299,31.8996,57.47,96,95,4.27,RU,overcast clouds
434,Hambantota,6.1241,81.1185,84.54,84,20,13.8,LK,few clouds
435,Rafaela,-31.2503,-61.4867,48.97,44,100,6.64,AR,overcast clouds
436,Port Macquarie,-31.4333,152.9167,63.9,56,79,8.86,AU,broken clouds
437,Carauari,-4.8828,-66.8958,75.27,69,100,2.33,BR,overcast clouds
438,Camacha,33.0833,-16.3333,63.82,72,40,12.66,PT,scattered clouds
439,Garh Maharaja,30.8339,71.9053,90.14,39,82,6.76,PK,broken clouds
440,Katobu,-4.9408,122.5276,85.77,62,89,5.91,ID,overcast clouds
441,Manono,-7.3,27.4167,72.09,45,79,2.95,CD,broken clouds
442,Gamba,-2.65,10.0,71.67,84,93,8.12,GA,overcast clouds
443,Narsaq,60.9167,-46.05,40.87,97,100,2.46,GL,overcast clouds
444,Livingston,55.9029,-3.5226,45.21,86,0,3.44,GB,clear sky
445,Harper,4.375,-7.7169,76.8,82,79,5.01,LR,broken clouds
446,Naze,28.3667,129.4833,77.92,81,99,12.24,JP,overcast clouds
447,Dunedin,-45.8742,170.5036,47.8,72,91,5.01,NZ,overcast clouds
448,San Javier,37.8063,-0.8374,73.89,74,51,3.0,ES,broken clouds
449,Kloulklubed,7.0419,134.2556,81.1,66,18,1.61,PW,few clouds
450,Ust-Ishim,57.6935,71.1665,74.59,57,99,8.3,RU,overcast clouds
451,Saint-Joseph,-21.3667,55.6167,62.98,75,68,14.25,RE,light rain
452,Lasa,46.6166,10.7002,58.37,89,3,3.13,IT,clear sky
453,Panama City,8.9936,-79.5197,81.45,85,100,4.61,PA,overcast clouds
454,Catamarca,-28.4696,-65.7852,49.95,44,2,4.94,AR,clear sky
455,Saint-Francois,46.4154,3.9054,65.64,82,0,0.0,FR,clear sky
456,Tura,25.5198,90.2201,79.11,86,100,5.48,IN,overcast clouds
457,Santiago,-33.4569,-70.6483,55.17,55,75,4.61,CL,haze
458,Kenora,49.8167,-94.4337,85.17,65,40,8.05,CA,scattered clouds
459,Sibolga,1.7427,98.7792,85.17,64,82,4.74,ID,broken clouds
460,Libreville,0.3925,9.4537,75.22,78,40,11.5,GA,scattered clouds
461,Pembroke,45.8168,-77.1162,52.18,72,62,4.34,CA,broken clouds
462,Iwanai,42.9744,140.5089,65.73,71,30,7.4,JP,scattered clouds
463,Nam Som,17.7704,102.1895,87.1,58,91,5.26,TH,overcast clouds
464,Chumikan,54.7183,135.315,55.74,75,25,9.53,RU,scattered clouds
465,Ryotsu,38.0833,138.4333,74.14,78,21,5.19,JP,few clouds
466,Srednekolymsk,67.45,153.6833,63.82,40,94,18.63,RU,overcast clouds
467,Manuk Mangkaw,4.8,119.85,83.39,66,19,2.73,PH,few clouds
468,Black River,18.0264,-77.8487,76.44,77,100,6.4,JM,overcast clouds
469,Chulman,56.8479,124.9104,70.81,42,100,8.93,RU,overcast clouds
470,La Rioja,42.25,-2.5,56.98,65,86,2.39,ES,overcast clouds
471,Mari-Turek,56.7895,49.6235,59.23,87,98,10.98,RU,overcast clouds
472,Coihaique,-45.5752,-72.0662,34.41,80,0,3.44,CL,clear sky
473,Dodge City,37.7528,-100.0171,83.93,66,23,23.64,US,few clouds
474,Kyren,51.6828,102.1408,72.37,51,72,2.93,RU,broken clouds
475,Bogotol,56.2078,89.5342,64.17,78,45,3.87,RU,light rain
476,Los Llanos De Aridane,28.6585,-17.9182,64.15,92,100,11.5,ES,overcast clouds
477,Poum,-20.2333,164.0167,73.15,62,1,23.82,NC,clear sky
478,Prainha,-1.8,-53.48,72.21,94,2,2.17,BR,clear sky
479,Ananindeua,-1.3656,-48.3722,78.71,83,40,4.61,BR,scattered clouds
480,Fukue,32.6881,128.8419,75.56,100,75,8.05,JP,heavy intensity rain
481,Ordzhonikidze,52.4411,61.7408,66.04,68,31,11.39,KZ,scattered clouds
482,Fenoarivo Atsinanana,-17.3667,49.4167,69.15,88,89,9.17,MG,light rain
483,Egvekinot,66.3167,-179.1667,37.4,97,100,6.8,RU,light rain
484,Kirensk,57.7853,108.1119,57.42,98,100,5.88,RU,light rain
485,The Valley,18.217,-63.0578,81.82,79,2,21.61,AI,clear sky
486,Erzin,36.9559,36.2,73.4,84,56,3.22,TR,broken clouds
487,Nishihara,26.1842,127.7558,85.28,84,75,12.66,JP,broken clouds
488,Kembe,4.6228,21.8865,66.11,98,98,0.92,CF,overcast clouds
489,Galesong,-5.3166,119.3661,87.82,69,42,3.31,ID,scattered clouds
490,Tiksi,71.6872,128.8694,37.02,64,97,10.31,RU,overcast clouds
491,Caravelas,-17.7125,-39.2481,70.25,83,1,4.63,BR,clear sky
492,Newton,42.337,-71.2092,55.06,84,45,5.3,US,scattered clouds
493,Bandarbeyla,9.4942,50.8122,80.76,59,65,28.03,SO,broken clouds
494,Snasa,64.2457,12.3778,48.76,86,24,2.48,NO,few clouds
495,West Bay,19.3667,-81.4167,82.47,82,100,11.5,KY,overcast clouds
496,Presidencia Roque Saenz Pena,-26.7852,-60.4388,48.67,76,0,5.17,AR,clear sky
497,North Mankato,44.1733,-94.0339,86.04,83,2,17.67,US,clear sky
498,Carbonia,39.1672,8.5222,68.02,79,0,7.74,IT,clear sky
499,Oltedal,58.831,6.0466,54.19,96,3,2.77,NO,clear sky
500,Cuamba,-14.8031,36.5372,52.21,95,0,1.59,MZ,clear sky
501,Waingapu,-9.6567,120.2641,85.6,55,12,16.42,ID,few clouds
502,Uaua,-9.8414,-39.4817,69.53,83,27,16.37,BR,scattered clouds
503,Wakkanai,45.4094,141.6739,53.58,100,75,10.36,JP,light intensity shower rain
504,Channel-Port Aux Basques,47.5702,-59.1367,51.57,99,100,10.8,CA,heavy intensity rain
505,Prato,43.8843,11.0909,70.29,84,0,1.14,IT,clear sky
506,Kisangani,0.5167,25.2,68.02,99,100,1.25,CD,overcast clouds
507,Sonegaon,20.65,78.6833,78.85,79,100,2.91,IN,light rain
508,Isangel,-19.55,169.2667,78.91,73,75,13.8,VU,broken clouds
509,Usinsk,65.9939,57.5281,62.29,56,48,3.44,RU,scattered clouds
510,Cervo,43.6702,-7.4101,58.46,83,100,8.28,ES,overcast clouds
511,Alta,69.9689,23.2717,49.19,81,100,3.44,NO,overcast clouds
512,Acarau,-2.8856,-40.12,76.44,89,1,10.65,BR,clear sky
513,Pauini,-7.7136,-66.9764,70.39,80,18,1.5,BR,few clouds
514,Iralaya,15.0,-83.2333,80.1,87,100,15.86,HN,overcast clouds
515,Phan Thiet,10.9333,108.1,90.75,56,46,9.13,VN,scattered clouds
516,Dunda,-8.1167,34.25,51.48,90,31,1.68,TZ,scattered clouds
517,Bago,17.3367,96.4797,83.93,75,88,5.68,MM,overcast clouds
518,Havelock,34.8791,-76.9013,72.93,68,96,0.83,US,overcast clouds
519,Bambanglipuro,-7.95,110.2833,85.1,66,24,13.67,ID,few clouds
520,Pasni,25.2631,63.471,84.54,80,4,15.52,PK,clear sky
521,Ust-Tsilma,65.441,52.1498,55.35,55,100,4.27,RU,overcast clouds
522,Kajaani,64.2273,27.7285,48.25,81,0,5.75,FI,clear sky
523,Cabedelo,-6.9811,-34.8339,74.07,86,17,9.98,BR,few clouds
524,Tabou,4.423,-7.3528,76.66,81,77,3.94,CI,broken clouds
525,Petershagen,52.3833,8.9667,55.04,100,53,4.61,DE,broken clouds
526,Ziezmariai,54.8,24.45,57.16,97,90,6.73,LT,overcast clouds
527,Nouadhibou,20.931,-17.0347,75.18,83,83,2.3,MR,broken clouds
528,Bouna,9.2667,-3.0,70.57,86,22,3.18,CI,few clouds
529,Nuuk,64.1835,-51.7216,40.12,99,100,11.63,GL,light rain
530,Antalaha,-14.9003,50.2788,70.21,85,63,10.49,MG,light rain
531,Kirksville,40.1948,-92.5833,71.58,70,0,3.0,US,clear sky
532,Martapura,-3.4167,114.85,87.89,62,40,11.5,ID,scattered clouds
533,Te Anau,-45.4167,167.7167,44.42,89,43,2.68,NZ,scattered clouds
534,Praia Da Vitoria,38.7333,-27.0667,62.85,82,75,17.98,PT,broken clouds
535,Necochea,-38.5473,-58.7368,41.83,80,30,5.53,AR,scattered clouds
536,Bilma,18.6853,12.9164,83.77,14,0,11.83,NE,clear sky
537,Kralendijk,12.15,-68.2667,80.1,82,23,18.72,BQ,few clouds
538,Vzmorye,54.6961,20.2361,57.29,89,91,6.17,RU,overcast clouds
539,Abeche,13.8292,20.8324,82.4,41,15,2.37,TD,few clouds
540,Wajir,1.7471,40.0573,75.16,73,75,0.0,KE,broken clouds
541,Pietersburg,-23.9045,29.4688,45.45,87,0,3.44,ZA,clear sky
542,Gravelbourg,49.8834,-106.5512,62.87,91,89,3.96,CA,overcast clouds
543,Pierre,44.3683,-100.351,77.05,74,72,7.0,US,broken clouds
544,Murray Bridge,-35.1167,139.2667,62.13,64,86,13.98,AU,overcast clouds
545,La Joya,18.6667,-99.4667,72.16,94,100,4.18,MX,overcast clouds
546,Ngunguru,-35.6167,174.5,55.53,80,100,28.95,NZ,light rain
547,Morro Bay,35.3658,-120.8499,63.46,83,5,1.99,US,clear sky
548,Gao,16.6362,1.637,90.91,27,82,8.5,ML,broken clouds
549,Kjollefjord,70.9457,27.3465,44.65,100,100,0.0,NO,overcast clouds
550,Develi,38.3906,35.4922,54.75,68,0,0.92,TR,clear sky
551,Berlevag,70.8578,29.0864,44.55,87,75,3.44,NO,broken clouds
552,Juybar,36.6412,52.9124,73.56,55,1,2.77,IR,clear sky
553,Tazovskiy,67.4667,78.7,67.71,38,84,12.93,RU,broken clouds
554,Port Alberni,49.2413,-124.8028,61.12,77,100,7.0,CA,overcast clouds
555,Kahului,20.8947,-156.47,79.97,82,33,17.0,US,scattered clouds
556,Nioro,13.35,-15.75,74.93,90,100,5.01,GM,moderate rain
557,Oktyabrskiy,54.4815,53.471,56.82,90,100,14.29,RU,light rain
558,Mandalgovi,45.7625,106.2708,68.34,29,75,6.42,MN,broken clouds
559,Muros,42.7762,-9.0603,56.08,93,100,5.3,ES,overcast clouds
560,Santa Ana,33.7456,-117.8678,76.57,62,0,1.99,US,clear sky
561,Oranjemund,-28.55,16.4333,52.7,67,26,11.3,NA,scattered clouds
562,Nemuro,43.3236,145.575,55.35,96,97,5.39,JP,moderate rain
563,Erenhot,43.6475,111.9767,79.52,27,65,16.58,CN,broken clouds
564,Wewak,-3.5534,143.6268,83.1,71,56,5.61,PG,broken clouds
565,Hare Bay,48.8499,-54.0148,61.95,91,60,11.23,CA,broken clouds
566,Pangnirtung,66.1451,-65.7125,35.53,75,53,3.62,CA,broken clouds
567,Dingle,10.9995,122.6711,87.31,65,100,2.46,PH,overcast clouds
568,Vilyuysk,63.7553,121.6247,51.51,55,100,13.89,RU,overcast clouds
569,Lotofaga,-13.9764,-171.8578,89.38,74,39,9.84,WS,scattered clouds
570,Filadelfia,39.9523,-75.1638,64.98,44,0,4.0,US,clear sky
571,Winnemucca,40.973,-117.7357,54.39,38,45,13.91,US,scattered clouds
572,Pozo Colorado,-23.4923,-58.7972,54.21,63,6,5.39,PY,clear sky
573,Kalbay,5.7233,125.4986,84.67,70,41,6.55,PH,scattered clouds
574,Saint-Augustin,51.226,-58.6502,48.36,97,100,15.9,CA,overcast clouds
575,Viedma,-40.8135,-62.9967,40.12,61,100,8.9,AR,overcast clouds
576,La Ronge,55.1001,-105.2842,66.45,63,75,3.44,CA,broken clouds
577,Casas Grandes,30.3667,-107.95,68.45,66,100,3.42,MX,overcast clouds
578,Petropavl,54.8753,69.1628,71.58,73,40,4.47,KZ,scattered clouds
579,Ciudad Bolivar,8.1222,-63.5497,75.54,86,21,10.27,VE,few clouds
580,Fort Nelson,58.8053,-122.7002,71.19,43,40,0.0,CA,scattered clouds
581,Osa,57.2829,55.4567,56.41,91,98,8.1,RU,light rain
582,Krasnyy Yar,46.5331,48.3456,75.13,34,0,7.34,RU,clear sky
583,Le Petit-Quevilly,49.4134,1.0616,59.11,84,100,8.05,FR,overcast clouds
584,Sorada,19.75,84.4333,93.52,51,92,2.82,IN,overcast clouds
585,Dwarka,22.2394,68.9678,85.73,75,99,15.64,IN,overcast clouds
586,Humaita,-7.5061,-63.0208,76.82,65,67,0.96,BR,broken clouds
587,Raudeberg,61.9875,5.1352,49.87,89,5,8.03,NO,clear sky
588,Panguipulli,-39.6333,-72.3333,43.81,98,100,3.27,CL,moderate rain
589,Borogontsy,62.6683,131.1683,80.58,33,49,7.18,RU,scattered clouds
590,Ashland,40.8167,-82.2665,59.83,73,97,3.38,US,overcast clouds
591,Lincoln,40.8,-96.667,84.29,66,0,5.99,US,clear sky
592,Mogadishu,2.0371,45.3438,78.82,76,78,17.09,SO,light rain
593,Poletayevo,55.0336,61.1138,67.82,74,5,7.87,RU,clear sky
594,Ormond Beach,29.2858,-81.0559,83.01,82,5,13.65,US,clear sky
595,Caconda,-13.7333,15.0667,47.52,76,31,5.21,AO,scattered clouds
596,Pochutla,15.7432,-96.4661,78.82,91,100,3.04,MX,overcast clouds
597,Kulhudhuffushi,6.6221,73.07,82.6,74,90,11.68,MV,overcast clouds
598,Hailar,49.2,119.7,81.3,43,100,26.69,CN,overcast clouds
599,Kirkwall,58.9848,-2.9587,49.96,93,75,2.3,GB,broken clouds
600,Flinders,-34.5833,150.8552,63.37,76,100,3.0,AU,overcast clouds
601,Makat,47.6469,53.3463,79.16,35,36,12.5,KZ,scattered clouds
602,Khandela,27.6,75.5,86.22,52,1,5.35,IN,clear sky
603,Chuguyevka,44.1653,133.8633,78.55,33,94,8.03,RU,overcast clouds
604,Ruteng,-8.6136,120.4721,72.16,65,65,3.42,ID,light rain
605,Opuwo,-18.0607,13.84,42.69,89,2,5.46,NA,clear sky
606,Rio Grande,-32.035,-52.0986,47.79,74,1,4.76,BR,clear sky
607,Coffs Harbour,-30.3,153.1333,66.16,59,40,17.27,AU,scattered clouds
608,Beloha,-25.1667,45.05,58.14,90,0,6.6,MG,clear sky
609,Dubbo,-32.25,148.6167,64.53,55,4,8.05,AU,clear sky
610,Soubre,5.7856,-6.6083,69.76,98,77,2.75,CI,broken clouds
611,Ugoofaaru,5.6667,73.0,82.56,74,55,11.1,MV,broken clouds
612,Akyab,20.15,92.9,79.32,86,100,3.85,MM,overcast clouds
613,Bukama,-9.2,25.85,63.91,53,27,3.67,CD,scattered clouds
614,Eureka,40.8021,-124.1637,58.19,82,10,8.01,US,clear sky
615,Natal,-5.795,-35.2094,77.22,88,20,4.61,BR,few clouds
616,Pangai,-19.8,-174.35,79.39,86,100,13.94,TO,overcast clouds
617,Nayoro,44.3506,142.4578,61.16,92,100,3.67,JP,overcast clouds
618,Mulchen,-37.7167,-72.2333,45.93,87,100,2.44,CL,light rain
619,Riberalta,-10.9833,-66.1,70.7,80,94,1.23,BO,overcast clouds
620,Guilin,25.2819,110.2864,76.73,95,100,2.77,CN,light rain
621,Ambanja,-13.6833,48.45,68.72,88,7,3.6,MG,clear sky
622,Guaratuba,-25.8828,-48.5747,59.09,93,37,3.24,BR,scattered clouds
623,Buchanan,5.8808,-10.0467,76.21,80,10,1.77,LR,clear sky
624,Boyolangu,-8.1181,111.8935,83.52,71,43,11.25,ID,light rain
625,Kangaatsiaq,68.3065,-53.4641,34.45,86,33,7.63,GL,scattered clouds
626,Hervey Bay,-25.2986,152.8535,71.02,66,58,7.0,AU,broken clouds
627,Tessalit,20.1986,1.0114,86.92,29,77,6.42,ML,broken clouds
628,Pekalongan,-6.8886,109.6753,91.0,67,22,2.95,ID,few clouds
629,Laguna,38.421,-121.4238,78.78,37,0,10.36,US,clear sky
630,Wanning,18.8003,110.3967,88.65,70,100,15.23,CN,overcast clouds
631,Zhangye,38.9342,100.4517,61.72,86,100,6.38,CN,overcast clouds
632,Vila Franca Do Campo,37.7167,-25.4333,64.2,77,91,12.84,PT,overcast clouds
633,Harrisonville,38.6533,-94.3488,81.3,65,0,5.75,US,clear sky
634,Rio Gallegos,-51.6226,-69.2181,33.6,84,83,18.54,AR,broken clouds
635,Oranjestad,12.524,-70.027,79.47,86,5,22.59,AW,clear sky
636,Diffa,13.3154,12.6113,81.48,52,53,11.77,NE,broken clouds
637,Aviles,43.5547,-5.9248,58.39,70,0,9.22,ES,clear sky
638,Ternate,0.8,127.4,82.72,72,99,7.05,ID,overcast clouds
639,Nova Floresta,-6.4553,-36.2033,63.82,96,7,8.88,BR,clear sky
640,Balaipungut,1.05,101.2833,74.07,98,100,1.34,ID,light rain
641,Hailun,47.45,126.9333,76.17,60,100,11.77,CN,overcast clouds
642,Sayyan,15.1718,44.3244,67.28,39,75,3.47,YE,broken clouds
643,Altay,47.8667,88.1167,72.99,39,32,6.62,CN,scattered clouds
644,Shunyi,40.125,116.6453,85.95,62,0,6.71,CN,clear sky
645,Coroisanmartin,46.4,24.6,53.31,94,0,0.0,RO,clear sky
646,Almaznyy,48.0448,40.045,70.86,57,0,1.63,RU,clear sky
647,Lokosovo,61.1333,74.8167,75.7,47,16,5.12,RU,few clouds
648,Catabola,-12.15,17.2833,51.46,48,78,3.67,AO,broken clouds
649,Mana,5.6592,-53.7767,76.84,88,100,5.12,GF,overcast clouds
650,Marck,50.949,1.9433,58.03,79,100,17.4,FR,overcast clouds
651,Tanggu,39.0211,117.6469,85.96,64,39,5.93,CN,scattered clouds
652,Manggar,-2.8833,108.2667,81.46,82,84,8.97,ID,broken clouds
653,Ocampo,21.65,-101.5,56.61,85,43,17.4,MX,scattered clouds
654,Huntington,38.4193,-82.4452,62.87,85,0,0.0,US,clear sky
655,Guymon,36.6828,-101.4816,80.6,41,0,10.36,US,clear sky
656,Savinka,50.0785,47.0994,72.05,61,30,14.97,RU,scattered clouds
657,Talaya,61.3833,152.75,72.12,35,90,4.47,RU,overcast clouds
658,Tianpeng,30.9866,103.9393,82.54,63,100,6.26,CN,overcast clouds
659,Apple Valley,34.5008,-117.1859,68.22,11,0,11.39,US,clear sky
660,Magistralnyy,56.1725,107.4458,62.67,85,100,4.63,RU,light rain
661,Santa Cruz De La Palma,28.6835,-17.7642,68.14,83,100,11.5,ES,overcast clouds
662,Owando,-0.4819,15.8999,69.8,90,100,1.92,CG,overcast clouds
663,Harindanga,22.0383,88.3214,89.51,64,90,12.39,IN,overcast clouds
664,Andenes,69.3143,16.1194,48.18,87,75,9.22,NO,broken clouds
665,Ban Pong,13.8163,99.8774,98.22,42,26,9.15,TH,scattered clouds
666,Doka,13.5167,35.7667,73.65,76,100,13.67,SD,overcast clouds
667,Verkhnevilyuysk,63.4453,120.3167,53.04,52,100,11.63,RU,overcast clouds
668,Las Vegas,36.175,-115.1372,83.08,11,0,11.5,US,clear sky
669,Zhob,31.3411,69.4481,78.58,48,0,5.08,PK,clear sky
670,Aranos,-24.1333,19.1167,49.35,57,75,5.08,NA,broken clouds
671,Korla,41.7597,86.1469,85.32,17,100,8.7,CN,light rain
672,Port Said,31.2565,32.2841,74.73,71,0,8.46,EG,clear sky
673,Barstow,34.8986,-117.0228,77.99,17,0,10.6,US,clear sky
674,Zaraza,9.3503,-65.3245,75.58,79,51,4.12,VE,broken clouds
675,Morondava,-20.2833,44.2833,66.99,73,0,9.51,MG,clear sky
676,Novyy Urengoy,66.0833,76.6333,72.93,35,79,10.85,RU,broken clouds
677,Piqua,40.1448,-84.2424,65.77,78,91,4.85,US,overcast clouds
678,Vavoua,7.3819,-6.4778,69.84,96,40,4.52,CI,scattered clouds
679,Aklavik,68.2191,-135.0107,46.45,65,79,14.85,CA,broken clouds
680,Sambava,-14.2667,50.1667,71.55,85,27,15.46,MG,light rain
681,Rudnya,54.947,31.0934,53.65,97,100,5.28,RU,overcast clouds
682,Veraval,20.9,70.3667,86.41,74,90,15.26,IN,overcast clouds
683,Smiths Falls,44.9001,-76.0161,55.85,71,3,7.11,CA,clear sky
684,Punta De Bombon,-17.1717,-71.7931,60.04,84,13,4.43,PE,few clouds
685,Orativ,49.1889,29.527,63.79,65,0,7.34,UA,clear sky
686,Omsukchan,62.5333,155.8,64.06,41,74,8.5,RU,broken clouds
687,Pointe Michel,15.25,-61.3833,80.35,73,100,16.69,DM,overcast clouds
688,San Andres,12.5847,-81.7006,82.45,78,98,16.96,CO,light rain
689,Nantucket,41.2835,-70.0995,54.14,82,75,3.44,US,broken clouds
690,Naryshkino,52.9678,35.7268,66.78,83,27,17.58,RU,scattered clouds
691,Vengerovo,55.6848,76.7471,71.11,73,4,4.68,RU,light rain
692,Awbari,26.5921,12.7805,79.54,19,0,9.82,LY,clear sky
693,Linxia,35.6003,103.2064,76.05,46,100,4.74,CN,overcast clouds
694,Moose Factory,51.2585,-80.6094,55.38,58,0,8.05,CA,haze
695,Nailon,11.0521,124.0385,88.0,62,96,4.72,PH,overcast clouds
696,Edd,13.9297,41.6925,90.54,53,87,2.66,ER,overcast clouds
697,Dosso,13.049,3.1937,84.88,56,2,10.65,NE,clear sky
698,Seoul,37.5683,126.9778,83.59,44,18,5.68,KR,few clouds
